task,is_ood,num_shots,freq_bin,num_suffixes,num_samples,accuracy,faithfulness
morph-gen,True,5,"(10, 100)",5,17,0.3194444444444444,0.3472222222222222
morph-gen,True,5,"(10, 100)",6,7,0.3194444444444444,0.3472222222222222
morph-gen,True,5,"(100, 1000)",1,6,0.5882352941176471,0.6470588235294118
morph-gen,True,5,"(100, 1000)",2,14,0.5882352941176471,0.6470588235294118
morph-gen,True,5,"(100, 1000)",3,18,0.5882352941176471,0.6470588235294118
morph-gen,True,5,"(100, 1000)",4,11,0.5882352941176471,0.6470588235294118
morph-gen,True,5,"(100, 1000)",5,2,0.5882352941176471,0.6470588235294118
morph-gen,True,5,"(1000,)",1,44,0.8421052631578947,0.8526315789473684
morph-gen,True,5,"(1000,)",2,34,0.8421052631578947,0.8526315789473684
morph-gen,True,5,"(1000,)",3,17,0.8421052631578947,0.8526315789473684
morph-gen,False,3,"(0, 10)",4,8,0.24855491329479767,0.24855491329479767
morph-gen,False,3,"(0, 10)",5,31,0.24855491329479767,0.24855491329479767
morph-gen,False,3,"(0, 10)",6,43,0.24855491329479767,0.24855491329479767
morph-gen,False,3,"(0, 10)",7,49,0.24855491329479767,0.24855491329479767
morph-gen,False,3,"(0, 10)",8,37,0.24855491329479767,0.24855491329479767
morph-gen,False,3,"(0, 10)",9,5,0.24855491329479767,0.24855491329479767
morph-gen,False,3,"(10, 100)",2,2,0.5416666666666666,0.5555555555555556
morph-gen,False,3,"(10, 100)",3,15,0.5416666666666666,0.5555555555555556
morph-gen,False,3,"(10, 100)",4,31,0.5416666666666666,0.5555555555555556
morph-gen,False,3,"(10, 100)",5,17,0.5416666666666666,0.5555555555555556
morph-gen,False,3,"(10, 100)",6,7,0.5416666666666666,0.5555555555555556
morph-gen,False,3,"(100, 1000)",1,6,0.6862745098039216,0.6862745098039216
morph-gen,False,3,"(100, 1000)",2,14,0.6862745098039216,0.6862745098039216
morph-gen,False,3,"(100, 1000)",3,18,0.6862745098039216,0.6862745098039216
morph-gen,False,3,"(100, 1000)",4,11,0.6862745098039216,0.6862745098039216
morph-gen,False,3,"(100, 1000)",5,2,0.6862745098039216,0.6862745098039216
morph-gen,False,3,"(1000,)",1,44,0.8947368421052632,0.8947368421052632
morph-gen,False,3,"(1000,)",2,34,0.8947368421052632,0.8947368421052632
morph-gen,False,3,"(1000,)",3,17,0.8947368421052632,0.8947368421052632
morph-disc,True,5,"(0, 10)",4,8,0.9540229885057471,1.0
morph-disc,True,5,"(0, 10)",5,31,0.9540229885057471,1.0
morph-disc,True,5,"(0, 10)",6,43,0.9540229885057471,1.0
morph-disc,True,5,"(0, 10)",7,50,0.9540229885057471,1.0
morph-disc,True,5,"(0, 10)",8,37,0.9540229885057471,1.0
morph-disc,True,5,"(0, 10)",9,5,0.9540229885057471,1.0
morph-disc,True,5,"(10, 100)",2,2,0.8194444444444444,1.0
morph-disc,True,5,"(10, 100)",3,15,0.8194444444444444,1.0
morph-disc,True,5,"(10, 100)",4,31,0.8194444444444444,1.0
morph-disc,True,5,"(10, 100)",5,17,0.8194444444444444,1.0
morph-disc,True,5,"(10, 100)",6,7,0.8194444444444444,1.0
morph-disc,True,5,"(100, 1000)",1,6,0.7843137254901961,1.0
morph-disc,True,5,"(100, 1000)",2,14,0.7843137254901961,1.0
morph-disc,True,5,"(100, 1000)",3,18,0.7843137254901961,1.0
morph-disc,True,5,"(100, 1000)",4,11,0.7843137254901961,1.0
morph-disc,True,5,"(100, 1000)",5,2,0.7843137254901961,1.0
morph-disc,True,5,"(1000,)",1,44,0.9894736842105263,1.0
morph-disc,True,5,"(1000,)",2,34,0.9894736842105263,1.0
morph-disc,True,5,"(1000,)",3,17,0.9894736842105263,1.0
morph-disc,False,1,"(0, 10)",4,8,0.9712643678160919,1.0
morph-disc,False,1,"(0, 10)",5,31,0.9712643678160919,1.0
morph-disc,False,1,"(0, 10)",6,43,0.9712643678160919,1.0
morph-disc,False,1,"(0, 10)",7,50,0.9712643678160919,1.0
morph-disc,False,1,"(0, 10)",8,37,0.9712643678160919,1.0
morph-disc,False,1,"(0, 10)",9,5,0.9712643678160919,1.0
morph-disc,False,1,"(10, 100)",2,2,0.9722222222222222,1.0
morph-disc,False,1,"(10, 100)",3,15,0.9722222222222222,1.0
morph-disc,False,1,"(10, 100)",4,31,0.9722222222222222,1.0
morph-disc,False,1,"(10, 100)",5,17,0.9722222222222222,1.0
morph-disc,False,1,"(10, 100)",6,7,0.9722222222222222,1.0
morph-disc,False,1,"(100, 1000)",1,6,0.9803921568627451,1.0
morph-disc,False,1,"(100, 1000)",2,14,0.9803921568627451,1.0
morph-disc,False,1,"(100, 1000)",3,18,0.9803921568627451,1.0
morph-disc,False,1,"(100, 1000)",4,11,0.9803921568627451,1.0
morph-disc,False,1,"(100, 1000)",5,2,0.9803921568627451,1.0
morph-disc,False,1,"(1000,)",1,44,1.0,1.0
morph-disc,False,1,"(1000,)",2,34,1.0,1.0
morph-disc,False,1,"(1000,)",3,17,1.0,1.0
morph-disc,True,1,"(0, 10)",4,8,0.9310344827586207,1.0
morph-disc,True,1,"(0, 10)",5,31,0.9310344827586207,1.0
morph-disc,True,1,"(0, 10)",6,43,0.9310344827586207,1.0
morph-disc,True,1,"(0, 10)",7,50,0.9310344827586207,1.0
morph-disc,True,1,"(0, 10)",8,37,0.9310344827586207,1.0
morph-disc,True,1,"(0, 10)",9,5,0.9310344827586207,1.0
morph-disc,True,1,"(10, 100)",2,2,0.8333333333333334,1.0
morph-disc,True,1,"(10, 100)",3,15,0.8333333333333334,1.0
morph-disc,True,1,"(10, 100)",4,31,0.8333333333333334,1.0
morph-disc,True,1,"(10, 100)",5,17,0.8333333333333334,1.0
morph-disc,True,1,"(10, 100)",6,7,0.8333333333333334,1.0
morph-disc,True,1,"(100, 1000)",1,6,0.803921568627451,1.0
morph-disc,True,1,"(100, 1000)",2,14,0.803921568627451,1.0
morph-disc,True,1,"(100, 1000)",3,18,0.803921568627451,1.0
morph-disc,True,1,"(100, 1000)",4,11,0.803921568627451,1.0
morph-disc,True,1,"(100, 1000)",5,2,0.803921568627451,1.0
morph-disc,True,1,"(1000,)",1,44,0.9578947368421052,1.0
morph-disc,True,1,"(1000,)",2,34,0.9578947368421052,1.0
morph-disc,True,1,"(1000,)",3,17,0.9578947368421052,1.0
